,TEAM,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,HOME,GAMEID,Date
784,Charlotte Hornets,43,81,53.1,13,25,52,17,24,70.8,9,32,41,22,7,4,12,20,116,13,0,393,12/11/2017
785,Oklahoma City Thunder,35,85,41.2,9,26,34.6,24,25,96,11,28,39,16,4,2,14,19,103,-13,1,393,12/11/2017
786,Portland Trail Blazers,37,88,42,7,28,25,23,25,92,12,27,39,14,11,2,9,18,104,-7,0,394,12/11/2017
787,Golden State Warriors,44,80,55,10,20,50,13,17,76.5,6,36,42,26,5,9,14,16,111,7,1,394,12/11/2017
788,Toronto Raptors,32,80,40,7,29,24.1,20,26,76.9,3,40,43,18,8,6,13,22,91,-5,0,395,12/11/2017
789,LA Clippers,34,92,37,8,36,22.2,20,24,83.3,14,43,57,18,6,7,12,20,96,5,1,395,12/11/2017
790,Atlanta Hawks,43,92,46.7,16,36,44.4,12,13,92.3,10,27,37,26,8,4,10,17,114,-9,0,396,12/12/2017
791,Cleveland Cavaliers,48,86,55.8,20,38,52.6,7,10,70,6,31,37,35,5,2,13,18,123,9,1,396,12/12/2017
792,Denver Nuggets,40,79,50.6,10,30,33.3,13,14,92.9,6,38,44,27,8,3,17,15,103,19,0,397,12/12/2017
793,Detroit Pistons,28,79,35.4,9,25,36,19,22,86.4,11,29,40,17,7,2,20,16,84,-19,1,397,12/12/2017
794,Los Angeles Lakers,42,102,41.2,13,35,37.1,12,15,80,20,32,52,24,6,6,16,19,109,-4,0,398,12/12/2017
795,New York Knicks,48,101,47.5,9,22,40.9,8,11,72.7,15,34,49,25,7,7,14,16,113,4,1,398,12/12/2017
796,Washington Wizards,38,95,40,4,22,18.2,18,22,81.8,12,37,49,18,8,3,10,26,98,-5,0,399,12/12/2017
797,Brooklyn Nets,34,84,40.5,10,43,23.3,25,33,75.8,9,44,53,26,4,6,14,21,103,5,1,399,12/12/2017
798,San Antonio Spurs,35,87,40.2,7,28,25,12,19,63.2,10,39,49,20,4,5,10,11,89,-6,0,400,12/12/2017
799,Dallas Mavericks,38,89,42.7,9,24,37.5,10,12,83.3,8,41,49,17,8,2,6,19,95,6,1,400,12/12/2017
800,Philadelphia 76ers,40,80,50,11,26,42.3,27,32,84.4,7,45,52,32,6,3,24,18,118,6,0,401,12/12/2017
801,Minnesota Timberwolves,44,108,40.7,5,29,17.2,19,27,70.4,17,33,50,19,14,7,10,21,112,-6,1,401,12/12/2017
802,Phoenix Suns,37,90,41.1,7,32,21.9,11,14,78.6,13,32,45,22,5,4,12,18,92,-7,0,402,12/12/2017
803,Sacramento Kings,38,89,42.7,7,22,31.8,16,22,72.7,11,34,45,21,9,3,9,18,99,7,1,402,12/12/2017
804,Oklahoma City Thunder,36,88,40.9,13,29,44.8,15,24,62.5,17,35,52,26,10,6,13,12,100,5,0,403,12/13/2017
805,Indiana Pacers,40,89,44.9,11,31,35.5,4,6,66.7,11,31,42,18,11,7,13,21,95,-5,1,403,12/13/2017
806,LA Clippers,39,88,44.3,12,26,46.2,16,20,80,6,45,51,25,10,6,8,19,106,11,0,404,12/13/2017
807,Orlando Magic,37,88,42,9,27,33.3,12,21,57.1,7,38,45,24,6,6,12,13,95,-11,1,404,12/13/2017
808,Memphis Grizzlies,31,81,38.3,10,28,35.7,15,16,93.8,10,37,47,18,6,2,16,23,87,-6,0,405,12/13/2017
809,Washington Wizards,36,77,46.8,9,22,40.9,12,24,50,6,38,44,21,7,8,15,22,93,6,1,405,12/13/2017
810,Denver Nuggets,45,91,49.5,9,28,32.1,19,26,73.1,20,28,48,22,8,4,15,20,118,-6,0,406,12/13/2017
811,Boston Celtics,47,79,59.5,11,25,44,19,24,79.2,4,26,30,29,10,7,13,20,124,6,1,406,12/13/2017
812,Portland Trail Blazers,36,72,50,10,28,35.7,20,23,87,5,28,33,14,7,2,11,21,102,7,0,407,12/13/2017
813,Miami Heat,34,72,47.2,13,30,43.3,14,23,60.9,10,26,36,19,6,1,15,21,95,-7,1,407,12/13/2017
814,Utah Jazz,42,91,46.2,9,30,30,7,7,100,5,43,48,24,3,8,16,19,100,-3,0,408,12/13/2017
815,Chicago Bulls,41,93,44.1,7,17,41.2,14,21,66.7,9,37,46,21,9,3,9,14,103,3,1,408,12/13/2017
816,Milwaukee Bucks,44,95,46.3,8,27,29.6,12,19,63.2,15,23,38,23,14,5,9,13,108,-7,0,409,12/13/2017
817,New Orleans Pelicans,45,80,56.3,13,25,52,12,15,80,9,32,41,35,5,8,21,16,115,7,1,409,12/13/2017
818,Toronto Raptors,40,92,43.5,9,26,34.6,26,31,83.9,8,37,45,16,7,3,6,25,115,6,0,410,12/13/2017
819,Phoenix Suns,37,83,44.6,8,24,33.3,27,34,79.4,10,31,41,20,3,9,11,24,109,-6,1,410,12/13/2017
820,Charlotte Hornets,36,87,41.4,4,21,19,20,27,74.1,12,44,56,14,4,5,12,15,96,-12,0,411,12/13/2017
821,Houston Rockets,39,88,44.3,17,45,37.8,13,19,68.4,6,39,45,24,7,5,10,18,108,12,1,411,12/13/2017
822,Detroit Pistons,41,90,45.6,13,30,43.3,10,12,83.3,14,32,46,26,10,3,15,23,105,14,0,412,12/14/2017
823,Atlanta Hawks,32,70,45.7,11,31,35.5,16,26,61.5,7,27,34,28,6,6,16,12,91,-14,1,412,12/14/2017
824,New York Knicks,41,89,46.1,10,20,50,19,22,86.4,12,28,40,23,11,4,13,23,111,7,0,413,12/14/2017
825,Brooklyn Nets,37,83,44.6,12,42,28.6,18,23,78.3,11,32,43,21,10,4,17,21,104,-7,1,413,12/14/2017
826,Los Angeles Lakers,47,95,49.5,9,31,29,9,14,64.3,16,33,49,33,7,3,18,20,112,-9,0,414,12/14/2017
827,Cleveland Cavaliers,43,86,50,15,36,41.7,20,25,80,8,31,39,32,10,5,14,16,121,9,1,414,12/14/2017
828,Sacramento Kings,36,87,41.4,14,33,42.4,10,12,83.3,15,27,42,24,4,2,14,21,96,-23,0,415,12/14/2017
829,Minnesota Timberwolves,46,82,56.1,10,21,47.6,17,20,85,8,31,39,29,12,9,9,19,119,23,1,415,12/14/2017
830,Dallas Mavericks,37,82,45.1,10,29,34.5,13,17,76.5,8,23,31,25,7,1,11,16,97,-15,0,416,12/14/2017
831,Golden State Warriors,47,78,60.3,11,22,50,7,9,77.8,4,37,41,35,7,4,16,22,112,15,1,416,12/14/2017
832,Miami Heat,39,78,50,11,31,35.5,15,17,88.2,5,35,40,25,10,8,16,23,104,6,0,417,12/15/2017
833,Charlotte Hornets,34,83,41,10,27,37,20,27,74.1,11,31,42,21,7,1,16,14,98,-6,1,417,12/15/2017
834,Detroit Pistons,39,93,41.9,13,32,40.6,13,17,76.5,11,33,44,22,7,10,9,22,104,6,0,418,12/15/2017
835,Indiana Pacers,35,87,40.2,9,30,30,19,25,76,15,36,51,21,6,4,13,15,98,-6,1,418,12/15/2017
836,Portland Trail Blazers,37,86,43,8,18,44.4,13,15,86.7,6,39,45,18,7,9,14,20,95,7,0,419,12/15/2017
837,Orlando Magic,32,84,38.1,10,29,34.5,14,19,73.7,8,37,45,15,7,3,15,18,88,-7,1,419,12/15/2017
838,Oklahoma City Thunder,47,113,41.6,15,35,42.9,10,19,52.6,18,42,60,28,10,5,18,21,119,2,0,420,12/15/2017
839,Philadelphia 76ers,44,100,44,13,46,28.3,16,20,80,7,43,50,35,13,4,19,20,117,-2,1,420,12/15/2017
840,LA Clippers,33,86,38.4,7,24,29.2,18,29,62.1,12,35,47,17,12,6,20,20,91,-9,0,421,12/15/2017
841,Washington Wizards,39,88,44.3,7,31,22.6,15,23,65.2,11,39,50,21,12,7,19,26,100,9,1,421,12/15/2017
842,Utah Jazz,40,83,48.2,13,25,52,14,18,77.8,9,46,55,19,6,2,15,20,107,12,0,422,12/15/2017
843,Boston Celtics,35,86,40.7,9,31,29,16,19,84.2,2,29,31,20,10,5,8,18,95,-12,1,422,12/15/2017
844,Brooklyn Nets,32,76,42.1,7,23,30.4,16,19,84.2,6,31,37,15,4,1,22,14,87,-33,0,423,12/15/2017
845,Toronto Raptors,54,97,55.7,7,28,25,5,9,55.6,11,34,45,26,11,5,8,16,120,33,1,423,12/15/2017
846,Atlanta Hawks,34,77,44.2,12,31,38.7,14,16,87.5,7,28,35,27,12,5,17,19,94,-2,0,424,12/15/2017
847,Memphis Grizzlies,36,78,46.2,12,25,48,12,17,70.6,10,33,43,21,12,6,21,24,96,2,1,424,12/15/2017
848,Chicago Bulls,42,86,48.8,8,22,36.4,23,35,65.7,14,36,50,24,8,0,12,26,115,6,0,425,12/15/2017
849,Milwaukee Bucks,40,83,48.2,9,33,27.3,20,29,69,9,34,43,24,6,5,11,24,109,-6,1,425,12/15/2017
850,New Orleans Pelicans,43,91,47.3,15,34,44.1,10,14,71.4,7,35,42,27,8,8,19,15,111,-6,0,426,12/15/2017
851,Denver Nuggets,46,100,46,16,36,44.4,9,14,64.3,11,37,48,30,12,4,15,17,117,6,1,426,12/15/2017
852,San Antonio Spurs,46,94,48.9,10,26,38.5,7,13,53.8,12,27,39,22,10,5,17,17,109,-15,0,427,12/15/2017
853,Houston Rockets,43,91,47.3,18,50,36,20,25,80,12,33,45,20,15,3,13,16,124,15,1,427,12/15/2017
854,Portland Trail Blazers,37,79,46.8,10,24,41.7,9,18,50,5,42,47,19,2,3,20,21,93,2,0,428,12/16/2017
855,Charlotte Hornets,33,96,34.4,7,31,22.6,18,28,64.3,13,38,51,18,9,3,6,21,91,-2,1,428,12/16/2017
856,Utah Jazz,37,81,45.7,17,34,50,9,14,64.3,11,27,38,24,9,7,12,14,100,-9,0,429,12/16/2017
857,Cleveland Cavaliers,42,79,53.2,10,22,45.5,15,17,88.2,8,33,41,30,9,1,12,15,109,9,1,429,12/16/2017
858,Oklahoma City Thunder,36,85,42.4,12,27,44.4,12,20,60,16,26,42,18,9,7,14,22,96,-15,0,430,12/16/2017
859,New York Knicks,38,69,55.1,14,23,60.9,21,26,80.8,6,29,35,21,9,3,13,22,111,15,1,430,12/16/2017
860,LA Clippers,35,80,43.8,8,28,28.6,7,14,50,12,34,46,18,3,5,17,22,85,-5,0,431,12/16/2017
861,Miami Heat,31,82,37.8,12,35,34.3,16,21,76.2,9,28,37,22,10,8,8,15,90,5,1,431,12/16/2017
862,Milwaukee Bucks,38,82,46.3,8,27,29.6,27,33,81.8,8,32,40,17,12,7,14,34,111,-4,0,432,12/16/2017
863,Houston Rockets,35,76,46.1,11,35,31.4,34,42,81,4,34,38,16,7,4,15,23,115,4,1,432,12/16/2017
864,Phoenix Suns,33,72,45.8,11,24,45.8,31,35,88.6,13,39,52,22,4,3,23,21,108,2,0,433,12/16/2017
865,Minnesota Timberwolves,40,95,42.1,9,27,33.3,17,24,70.8,10,21,31,21,14,8,6,19,106,-2,1,433,12/16/2017
866,Dallas Mavericks,39,80,48.7,10,28,35.7,8,9,88.9,4,34,38,23,4,4,9,16,96,-2,0,434,12/16/2017
867,San Antonio Spurs,39,86,45.3,5,25,20,15,18,83.3,9,32,41,14,5,2,7,14,98,2,1,434,12/16/2017
868,Boston Celtics,39,80,48.7,14,30,46.7,10,14,71.4,14,28,42,21,6,6,16,19,102,9,0,435,12/16/2017
869,Memphis Grizzlies,32,79,40.5,14,34,41.2,15,17,88.2,10,28,38,18,8,3,13,19,93,-9,1,435,12/16/2017
870,Sacramento Kings,38,81,46.9,11,26,42.3,6,8,75,6,26,32,25,9,9,15,19,93,-15,0,436,12/17/2017
871,Toronto Raptors,36,85,42.4,13,30,43.3,23,28,82.1,12,34,46,20,8,9,12,13,108,15,1,436,12/17/2017
872,Orlando Magic,41,85,48.2,17,33,51.5,11,17,64.7,8,32,40,27,6,4,16,16,110,-4,0,437,12/17/2017
873,Detroit Pistons,42,89,47.2,17,34,50,13,16,81.3,7,32,39,27,11,3,13,17,114,4,1,437,12/17/2017
874,Indiana Pacers,43,76,56.6,8,18,44.4,15,19,78.9,6,37,43,21,6,7,15,20,109,12,0,438,12/17/2017
875,Brooklyn Nets,34,81,42,12,33,36.4,17,21,81,7,22,29,26,7,2,9,17,97,-12,1,438,12/17/2017
876,Cleveland Cavaliers,41,87,47.1,14,34,41.2,10,12,83.3,4,38,42,24,6,4,8,16,106,7,0,439,12/17/2017
877,Washington Wizards,39,91,42.9,12,33,36.4,9,16,56.3,13,38,51,20,4,5,10,18,99,-7,1,439,12/17/2017
878,New York Knicks,36,86,41.9,3,18,16.7,16,20,80,10,27,37,21,10,5,17,16,91,-18,0,440,12/18/2017
879,Charlotte Hornets,43,88,48.9,9,20,45,14,16,87.5,12,35,47,30,10,6,19,16,109,18,1,440,12/18/2017
880,Boston Celtics,44,79,55.7,16,26,61.5,8,14,57.1,6,32,38,26,6,4,19,31,112,1,0,441,12/18/2017
881,Indiana Pacers,37,79,46.8,7,21,33.3,30,38,78.9,9,29,38,14,12,3,12,16,111,-1,1,441,12/18/2017
882,Miami Heat,36,79,45.6,7,25,28,25,30,83.3,8,34,42,19,9,6,19,28,104,-6,0,442,12/18/2017
883,Atlanta Hawks,38,83,45.8,8,22,36.4,26,31,83.9,10,29,39,25,8,6,12,23,110,6,1,442,12/18/2017
884,Philadelphia 76ers,44,91,48.4,14,33,42.4,13,18,72.2,9,38,47,30,9,8,20,23,115,-2,0,443,12/18/2017
885,Chicago Bulls,44,92,47.8,13,28,46.4,16,19,84.2,5,34,39,27,9,7,15,16,117,2,1,443,12/18/2017
886,Utah Jazz,42,91,46.2,8,27,29.6,7,8,87.5,5,27,32,17,12,1,6,22,99,-21,0,444,12/18/2017
887,Houston Rockets,40,77,51.9,17,43,39.5,23,27,85.2,12,40,52,25,5,7,14,13,120,21,1,444,12/18/2017
888,Portland Trail Blazers,46,84,54.8,10,24,41.7,5,5,100,7,33,40,26,6,8,17,19,107,-1,0,445,12/18/2017
889,Minnesota Timberwolves,42,91,46.2,7,19,36.8,17,21,81,11,21,32,19,6,2,10,14,108,1,1,445,12/18/2017
890,Denver Nuggets,37,86,43,12,37,32.4,8,12,66.7,8,37,45,21,8,3,11,18,94,-1,0,446,12/18/2017
891,Oklahoma City Thunder,39,81,48.1,7,24,29.2,10,15,66.7,6,34,40,13,9,5,10,13,95,1,1,446,12/18/2017
892,Phoenix Suns,35,79,44.3,10,25,40,17,22,77.3,7,42,49,17,9,6,18,25,97,6,0,447,12/18/2017
893,Dallas Mavericks,32,88,36.4,11,37,29.7,16,17,94.1,8,34,42,21,10,5,15,18,91,-6,1,447,12/18/2017
894,LA Clippers,37,84,44,9,29,31,8,16,50,8,34,42,21,12,4,17,23,91,-18,0,448,12/18/2017
895,San Antonio Spurs,40,82,48.8,9,24,37.5,20,25,80,8,37,45,22,7,4,16,19,109,18,1,448,12/18/2017
896,Golden State Warriors,43,107,40.2,11,34,32.4,19,21,90.5,15,46,61,25,6,10,14,26,116,2,0,449,12/18/2017
897,Los Angeles Lakers,41,92,44.6,10,25,40,22,35,62.9,7,38,45,23,9,9,12,26,114,-2,1,449,12/18/2017
898,Sacramento Kings,41,91,45.1,7,27,25.9,12,23,52.2,9,30,39,21,11,6,12,20,101,6,0,450,12/19/2017
899,Philadelphia 76ers,34,81,42,10,35,28.6,17,24,70.8,13,40,53,21,7,6,19,19,95,-6,1,450,12/19/2017
900,New Orleans Pelicans,34,80,42.5,5,20,25,33,40,82.5,11,31,42,20,7,1,16,16,106,-10,0,451,12/19/2017
901,Washington Wizards,46,92,50,14,35,40,10,14,71.4,10,34,44,29,8,3,16,31,116,10,1,451,12/19/2017
902,Cleveland Cavaliers,40,80,50,16,41,39,20,24,83.3,7,30,37,26,9,3,14,20,116,-3,0,452,12/19/2017
903,Milwaukee Bucks,43,82,52.4,11,29,37.9,22,27,81.5,8,32,40,27,12,3,14,18,119,3,1,452,12/19/2017
904,Toronto Raptors,49,91,53.8,16,33,48.5,15,18,83.3,10,33,43,35,6,7,14,27,129,18,0,453,12/20/2017
905,Charlotte Hornets,39,85,45.9,7,23,30.4,26,35,74.3,8,31,39,21,10,6,12,18,111,-18,1,453,12/20/2017
906,Indiana Pacers,40,82,48.8,7,21,33.3,18,19,94.7,8,29,37,19,5,5,9,18,105,10,0,454,12/20/2017
907,Atlanta Hawks,35,81,43.2,8,29,27.6,17,20,85,11,32,43,27,5,6,13,17,95,-10,1,454,12/20/2017
908,Miami Heat,33,75,44,10,28,35.7,14,25,56,6,40,46,23,6,3,12,16,90,1,0,455,12/20/2017
909,Boston Celtics,30,80,37.5,13,32,40.6,16,21,76.2,5,39,44,18,5,5,10,22,89,-1,1,455,12/20/2017
910,Sacramento Kings,40,82,48.8,7,19,36.8,17,20,85,13,35,48,14,4,4,12,19,104,5,0,456,12/20/2017
911,Brooklyn Nets,32,82,39,15,42,35.7,20,23,87,14,24,38,15,5,7,10,19,99,-5,1,456,12/20/2017
912,Orlando Magic,35,89,39.3,5,27,18.5,19,23,82.6,6,29,35,23,5,1,9,15,94,-18,0,457,12/20/2017
913,Chicago Bulls,44,87,50.6,11,32,34.4,13,14,92.9,9,42,51,31,6,8,11,23,112,18,1,457,12/20/2017
914,Los Angeles Lakers,40,85,47.1,15,35,42.9,27,43,62.8,10,37,47,27,8,5,10,25,122,6,0,458,12/20/2017
915,Houston Rockets,37,90,41.1,17,42,40.5,25,32,78.1,12,35,47,19,7,5,14,30,116,-6,1,458,12/20/2017
916,Utah Jazz,26,73,35.6,7,31,22.6,20,27,74.1,11,28,39,13,6,3,18,15,79,-28,0,459,12/20/2017
917,Oklahoma City Thunder,40,77,51.9,8,23,34.8,19,22,86.4,8,34,42,23,15,5,13,26,107,28,1,459,12/20/2017
918,Detroit Pistons,33,77,42.9,7,24,29.2,20,22,90.9,6,32,38,19,4,2,12,19,93,-17,0,460,12/20/2017
919,Dallas Mavericks,40,75,53.3,14,30,46.7,16,20,80,4,33,37,22,6,7,12,17,110,17,1,460,12/20/2017
920,Minnesota Timberwolves,43,87,49.4,8,24,33.3,18,19,94.7,8,29,37,28,12,2,8,20,112,8,0,461,12/20/2017
921,Denver Nuggets,36,72,50,13,28,46.4,19,24,79.2,8,34,42,27,6,5,21,18,104,-8,1,461,12/20/2017
922,San Antonio Spurs,41,79,51.9,6,17,35.3,5,6,83.3,9,44,53,17,7,9,23,16,93,2,0,462,12/20/2017
923,Portland Trail Blazers,38,96,39.6,6,25,24,9,14,64.3,12,25,37,18,13,2,8,14,91,-2,1,462,12/20/2017
924,Memphis Grizzlies,28,84,33.3,12,31,38.7,16,19,84.2,15,26,41,20,10,6,16,23,84,-13,0,463,12/20/2017
925,Golden State Warriors,34,74,45.9,7,21,33.3,22,25,88,14,30,44,26,9,8,16,19,97,13,1,463,12/20/2017
926,Phoenix Suns,35,97,36.1,8,35,22.9,17,19,89.5,14,36,50,22,3,3,10,25,95,-13,0,464,12/20/2017
927,LA Clippers,41,87,47.1,10,30,33.3,16,24,66.7,9,41,50,22,1,4,9,19,108,13,1,464,12/20/2017
928,Chicago Bulls,47,85,55.3,12,31,38.7,6,8,75,5,30,35,34,8,1,12,19,112,-3,0,465,12/21/2017
929,Cleveland Cavaliers,42,82,51.2,12,29,41.4,19,22,86.4,7,28,35,25,10,3,12,14,115,3,1,465,12/21/2017
930,Toronto Raptors,35,85,41.2,12,35,34.3,32,35,91.4,19,26,45,18,14,6,21,19,114,5,0,466,12/21/2017
931,Philadelphia 76ers,45,86,52.3,9,29,31,10,14,71.4,13,27,40,27,14,6,23,27,109,-5,1,466,12/21/2017
932,Boston Celtics,33,86,38.4,13,38,34.2,14,19,73.7,9,26,35,17,11,1,10,20,93,-9,0,467,12/21/2017
933,New York Knicks,36,79,45.6,8,14,57.1,22,26,84.6,11,38,49,13,8,3,17,20,102,9,1,467,12/21/2017
934,Memphis Grizzlies,39,90,43.3,5,26,19.2,12,16,75,15,35,50,15,5,7,9,22,95,-2,0,468,12/21/2017
935,Phoenix Suns,33,81,40.7,10,26,38.5,21,27,77.8,12,32,44,21,4,1,10,17,97,2,1,468,12/21/2017
936,San Antonio Spurs,34,78,43.6,10,21,47.6,11,16,68.8,5,33,38,14,7,3,14,21,89,-11,0,469,12/21/2017
937,Utah Jazz,34,74,45.9,12,26,46.2,20,24,83.3,5,36,41,18,7,4,12,18,100,11,1,469,12/21/2017
938,New York Knicks,44,97,45.4,8,24,33.3,5,6,83.3,16,35,51,25,6,9,14,20,101,-3,0,470,12/22/2017
939,Detroit Pistons,38,88,43.2,10,25,40,18,25,72,15,29,44,19,8,5,11,11,104,3,1,470,12/22/2017
940,New Orleans Pelicans,43,86,50,10,30,33.3,15,24,62.5,11,37,48,23,10,2,15,25,111,14,0,471,12/22/2017
941,Orlando Magic,36,85,42.4,4,20,20,21,29,72.4,10,30,40,16,7,2,14,19,97,-14,1,471,12/22/2017
942,Washington Wizards,34,93,36.6,5,20,25,11,15,73.3,7,28,35,22,7,1,7,18,84,-35,0,472,12/22/2017
943,Brooklyn Nets,44,88,50,14,41,34.1,17,21,81,13,47,60,29,4,4,14,17,119,35,1,472,12/22/2017
944,Dallas Mavericks,38,75,50.7,17,35,48.6,8,11,72.7,3,19,22,28,5,2,8,12,101,-12,0,473,12/22/2017
945,Miami Heat,46,72,63.9,16,25,64,5,6,83.3,2,33,35,25,3,3,11,15,113,12,1,473,12/22/2017
946,LA Clippers,43,91,47.3,18,42,42.9,24,31,77.4,9,29,38,24,8,5,8,25,128,10,0,474,12/22/2017
947,Houston Rockets,36,78,46.2,17,40,42.5,29,35,82.9,9,34,43,16,4,4,17,26,118,-10,1,474,12/22/2017
948,Charlotte Hornets,39,88,44.3,12,26,46.2,14,17,82.4,9,34,43,21,4,7,9,18,104,-5,0,475,12/22/2017
949,Milwaukee Bucks,41,87,47.1,8,29,27.6,19,23,82.6,6,37,43,27,7,5,7,16,109,5,1,475,12/22/2017
950,Atlanta Hawks,44,85,51.8,15,32,46.9,14,17,82.4,7,20,27,28,12,3,15,24,117,-3,0,476,12/22/2017
951,Oklahoma City Thunder,44,82,53.7,13,25,52,19,31,61.3,15,25,40,24,11,5,19,18,120,3,1,476,12/22/2017
952,Denver Nuggets,42,85,49.4,7,25,28,11,15,73.3,16,33,49,19,4,10,14,13,102,17,0,477,12/22/2017
953,Portland Trail Blazers,35,83,42.2,6,22,27.3,9,16,56.3,10,24,34,15,6,4,9,19,85,-17,1,477,12/22/2017
954,Los Angeles Lakers,40,94,42.6,11,29,37.9,15,22,68.2,15,31,46,22,11,5,15,23,106,-7,0,478,12/22/2017
955,Golden State Warriors,42,85,49.4,7,24,29.2,22,27,81.5,10,32,42,24,9,13,15,17,113,7,1,478,12/22/2017
956,Philadelphia 76ers,33,80,41.2,7,27,25.9,13,20,65,7,34,41,19,10,7,22,23,86,-16,0,479,12/23/2017
957,Toronto Raptors,35,85,41.2,9,27,33.3,23,26,88.5,7,36,43,18,15,6,17,20,102,16,1,479,12/23/2017
958,Milwaukee Bucks,42,87,48.3,8,26,30.8,14,17,82.4,7,28,35,25,4,2,9,32,106,-5,0,480,12/23/2017
959,Charlotte Hornets,36,74,48.6,9,21,42.9,30,40,75,9,34,43,22,2,7,16,20,111,5,1,480,12/23/2017
960,Brooklyn Nets,42,98,42.9,16,36,44.4,19,25,76,18,33,51,24,2,2,10,20,119,-4,0,481,12/23/2017
961,Indiana Pacers,47,90,52.2,10,23,43.5,19,24,79.2,7,34,41,31,8,9,8,25,123,4,1,481,12/23/2017
962,Orlando Magic,42,87,48.3,8,26,30.8,11,17,64.7,4,24,28,17,7,3,12,22,103,-27,0,482,12/23/2017
963,Washington Wizards,47,86,54.7,16,30,53.3,20,23,87,12,37,49,29,5,2,16,18,130,27,1,482,12/23/2017
964,Dallas Mavericks,43,85,50.6,9,33,27.3,12,15,80,7,23,30,31,8,3,10,17,107,-5,0,483,12/23/2017
965,Atlanta Hawks,42,75,56,10,24,41.7,18,22,81.8,6,32,38,29,5,2,15,19,112,5,1,483,12/23/2017
966,Chicago Bulls,34,86,39.5,7,19,36.8,17,25,68,12,39,51,24,4,2,15,16,92,-25,0,484,12/23/2017
967,Boston Celtics,44,92,47.8,12,32,37.5,17,21,81,8,38,46,29,9,5,5,18,117,25,1,484,12/23/2017
968,New Orleans Pelicans,39,73,53.4,15,25,60,16,19,84.2,6,31,37,27,5,10,14,20,109,15,0,485,12/23/2017
969,Miami Heat,36,85,42.4,10,32,31.3,12,15,80,13,25,38,18,4,3,13,19,94,-15,1,485,12/23/2017
970,LA Clippers,39,79,49.4,13,34,38.2,21,28,75,5,31,36,14,4,7,10,22,112,-3,0,486,12/23/2017
971,Memphis Grizzlies,40,90,44.4,13,31,41.9,22,25,88,15,32,47,28,5,5,9,26,115,3,1,486,12/23/2017
972,Oklahoma City Thunder,39,88,44.3,12,29,41.4,13,16,81.3,15,30,45,18,9,5,7,16,103,14,0,487,12/23/2017
973,Utah Jazz,33,72,45.8,6,26,23.1,17,20,85,6,31,37,16,3,2,12,13,89,-14,1,487,12/23/2017
974,Denver Nuggets,38,82,46.3,7,28,25,13,15,86.7,10,35,45,25,10,4,18,14,96,15,0,488,12/23/2017
975,Golden State Warriors,32,84,38.1,3,27,11.1,14,17,82.4,11,27,38,25,14,8,16,14,81,-15,1,488,12/23/2017
976,Minnesota Timberwolves,42,84,50,6,16,37.5,25,29,86.2,13,34,47,18,6,6,14,21,115,9,0,489,12/23/2017
977,Phoenix Suns,40,86,46.5,11,32,34.4,15,24,62.5,9,27,36,24,5,4,13,22,106,-9,1,489,12/23/2017
978,Portland Trail Blazers,39,95,41.1,10,25,40,7,14,50,9,38,47,19,7,8,11,15,95,3,0,490,12/23/2017
979,Los Angeles Lakers,36,85,42.4,8,25,32,12,20,60,11,44,55,23,8,3,17,22,92,-3,1,490,12/23/2017
980,San Antonio Spurs,44,88,50,11,23,47.8,9,11,81.8,7,37,44,29,3,1,8,11,108,9,0,491,12/23/2017
981,Sacramento Kings,40,86,46.5,12,22,54.5,7,11,63.6,9,33,42,21,2,2,10,17,99,-9,1,491,12/23/2017
982,Philadelphia 76ers,35,82,42.7,10,28,35.7,25,30,83.3,12,36,48,21,7,7,15,22,105,7,0,492,12/25/2017
983,New York Knicks,38,94,40.4,4,15,26.7,18,28,64.3,18,27,45,18,7,5,10,21,98,-7,1,492,12/25/2017
984,Cleveland Cavaliers,28,88,31.8,15,36,41.7,21,25,84,19,31,50,12,8,0,14,19,92,-7,0,493,12/25/2017
985,Golden State Warriors,38,82,46.3,10,37,27,13,17,76.5,10,37,47,28,7,7,15,18,99,7,1,493,12/25/2017
986,Washington Wizards,43,93,46.2,6,26,23.1,19,28,67.9,14,33,47,26,6,4,8,17,111,8,0,494,12/25/2017
987,Boston Celtics,39,81,48.1,14,29,48.3,11,17,64.7,8,37,45,20,2,4,16,23,103,-8,1,494,12/25/2017
988,Houston Rockets,35,81,43.2,12,37,32.4,25,31,80.6,12,26,38,23,11,4,13,20,107,-5,0,495,12/25/2017
989,Oklahoma City Thunder,43,79,54.4,8,18,44.4,18,23,78.3,9,31,40,21,9,10,14,20,112,5,1,495,12/25/2017
990,Minnesota Timberwolves,49,84,58.3,11,32,34.4,12,14,85.7,7,35,42,30,9,4,15,13,121,17,0,496,12/25/2017
991,Los Angeles Lakers,40,92,43.5,10,30,33.3,14,20,70,13,24,37,21,10,1,12,16,104,-17,1,496,12/25/2017
992,Indiana Pacers,34,77,44.2,6,21,28.6,9,13,69.2,5,21,26,18,6,3,12,19,83,-24,0,497,12/26/2017
993,Detroit Pistons,41,82,50,12,34,35.3,13,16,81.3,10,36,46,26,5,1,10,17,107,24,1,497,12/26/2017
994,Toronto Raptors,30,89,33.7,9,31,29,24,32,75,16,37,53,16,10,7,10,24,93,-5,0,498,12/26/2017
